('阜阳市卫生健康委员会', '信息泄露漏洞', '中危')
('珠海市财政局', 'SQL注入漏洞', '低危')
('山东省滕州市教育局', 'SQL注入漏洞', '低危')
('国家地名普查网', 'SQL注入漏洞', '低危')
('广西河池市凤山县人民政府', 'SQL注入漏洞', '中危')
('湖北省纤维检验局', '任意文件操作漏洞', '低危')
('苏州人才网', '权限绕过漏洞', '高危')
('贵州省黔东南州水利局', 'SQL注入漏洞', '低危')
('中国科学院软件研究所', '信息泄露漏洞', '高危')
('哈尔滨电子法院', '弱口令漏洞', '高危')
('南京干部在线学习中心', 'SQL注入漏洞', '中危')
('云南省昆明市人民政府', 'SQL注入漏洞', '中危')
('四川省公安消防总队', '命令执行漏洞', '中危')
('台州市气象局', '弱口令漏洞', '高危')
('南通航运职业技术学院', '弱口令漏洞', '低危')
('福建省宁德教育局', 'SQL注入漏洞', '高危')
('苏州高博软件技术职业学院', '弱口令漏洞', '低危')
('浙江农林大学暨阳学院', 'SQL注入漏洞', '高危')
('福清人才网', '逻辑漏洞', '低危')
('鸡西市城乡规划局', '命令执行漏洞', '高危')
('黑龙江省委组织部12380网上举报平台', 'SQL注入漏洞', '中危')
('广西百色市平果县人民政府', 'SQL注入漏洞', '中危')
('在库言库（北京）信息技术有限公司', 'SQL注入漏洞', '中危')
('中国地震局地震预测研究所', '任意文件操作漏洞', '中危')
('湖南保监局', 'SQL注入漏洞', '高危')
('双胞胎集团', '弱口令漏洞', '中危')
('安徽省六安市舒城县农业局', '弱口令漏洞', '低危')
('海南省国土资源厅', '命令执行漏洞', '高危')
('荆门市电子商务品牌中心', 'SQL注入漏洞', '中危')
('重庆科技学院', '任意文件操作漏洞', '低危')
('黄山气象管理处', 'SQL注入漏洞', '中危')
('徐州市儿童医院', '弱口令漏洞', '低危')
('连云港市体育局', '弱口令漏洞', '低危')
('亳州市气象局', 'SQL注入漏洞', '中危')
('广东省地质环境信息网', 'SQL注入漏洞', '中危')
('淄博市住建局', 'SQL注入漏洞', '中危')
('湖南保监局', 'SQL注入漏洞', '高危')
('铜陵市交通运输局', 'SQL注入漏洞', '中危')
('济南公共资源交易中心', 'SQL注入漏洞', '中危')
('滇西应用技术大学傣医药学院', 'SQL注入漏洞', '中危')
('黑龙江嘉荫县人民政府', 'SQL注入漏洞', '高危')
('都学网', '逻辑漏洞', '中危')
('湖南保监局', '弱口令漏洞', '低危')
('湖南保监局', '文件上传漏洞', '中危')
('大理市第一人民医院', '弱口令漏洞', '中危')
('商界招商网', 'SQL注入漏洞', '中危')
('铜陵市交通运输局', '弱口令漏洞', '低危')
('铜陵市交通运输局', '任意文件操作漏洞', '低危')
('广州市黄埔区教育局', '任意文件操作漏洞', '中危')
('榆林市统计局', 'SQL注入漏洞', '中危')
('张家界青年网', '任意文件操作漏洞', '低危')
('江都区卫生局', '任意文件操作漏洞', '中危')
('江都区卫生局', '文件上传漏洞', '中危')
('江都区卫生局', 'SQL注入漏洞', '中危')
('文安县人民政府', 'SQL注入漏洞', '中危')
('大厂县人民政府', 'SQL注入漏洞', '中危')
('哈尔滨麻雀装饰工程设计有限公司', 'SQL注入漏洞', '低危')
('崇州市妇幼保健院', '命令执行漏洞', '中危')
('哈尔滨麻雀装饰公司', 'SQL注入漏洞', '中危')
('保定市财政局', 'SQL注入漏洞', '中危')
('中国民主建国会南京市委员会', 'SQL注入漏洞', '中危')
('南安房地产信息网', 'SQL注入漏洞', '中危')
('南通点通人力资源有限公司', '逻辑漏洞', '中危')
('中科遥感科技集团有限公司', 'SQL注入漏洞', '中危')
('池州学院', 'SQL注入漏洞', '中危')
('西南林业大学', 'SQL注入漏洞', '中危')
('大同市矿区人民政府', 'SQL注入漏洞', '中危')
('随州市住房和城乡建设委员会', 'SQL注入漏洞', '高危')
('北京市交通委员会路政局', 'SQL注入漏洞', '高危')
('宜春市水利局', 'SQL注入漏洞', '高危')
('陕西省商洛市柞水县人民政府', 'SQL注入漏洞', '中危')
('九江市阳光价格网', '任意文件操作漏洞', '低危')
('自贡市政协', 'SQL注入漏洞', '高危')
('寿光市房产公共服务平台', 'SQL注入漏洞', '高危')
('黔南人力资源网', '命令执行漏洞', '高危')
('四川省电化教育馆', '逻辑漏洞', '低危')
('高等教育出版社', 'SQL注入漏洞', '中危')
('嵊州人社局', '命令执行漏洞', '中危')
('武昌理工学院', 'SQL注入漏洞', '中危')
('广州市敖科信息科技有限公司', '权限绕过漏洞', '高危')
('南京邮电大学', '弱口令漏洞', '中危')
('凉良FM', 'SQL注入漏洞', '中危')
('靖江市瑞宝壁纸商行', 'SQL注入漏洞', '中危')
('远东贵金属', 'SQL注入漏洞', '中危')
('廊坊康华过滤科技有限公司网站', 'SQL注入漏洞', '中危')
('固安县莱福特过滤器材有限公司网站', 'SQL注入漏洞', '中危')
('远大科技集团网站', 'SQL注入漏洞', '中危')
('青海盐湖工业股份有限公司', 'SQL注入漏洞', '中危')
('中粮集团', 'SQL注入漏洞', '中危')
('青岛赛帆包装机械制造有限公司网站', 'SQL注入漏洞', '中危')
('武进科技局', '命令执行漏洞', '中危')
('苏州科技大学', 'SQL注入漏洞', '中危')
('北京协和医学院护理学院', 'SQL注入漏洞', '中危')
('吉林省县域网', '信息泄露漏洞', '中危')
('河南省安阳市委组织部', '任意文件操作漏洞', '中危')
('浙江农林大学暨阳学院', 'SQL注入漏洞', '中危')
('河南省新野县人民政府', 'SQL注入漏洞', '中危')
('西部航空', '弱口令漏洞', '中危')
('珠海电工培训网', 'SQL注入漏洞', '低危')
('安诚财产保险股份有限公司', '命令执行漏洞', '高危')
('新疆兵团第七师门户网站', 'SQL注入漏洞', '高危')
('水利部太湖流域管理局', '文件上传漏洞', '中危')
('河北经贸大学', 'SQL注入漏洞', '高危')
('武汉东湖学院', 'SQL注入漏洞', '高危')
('豆果美食', '权限绕过漏洞', '中危')
('中国诚通控股集团有限公司', 'SQL注入漏洞', '高危')
('中铁建大桥工程局集团第一工程有限公司', 'SQL注入漏洞', '中危')
('湖南女子学院', 'SQL注入漏洞', '中危')
('华中科技大学同济医学院', '弱口令漏洞', '低危')
('西安市工商行政管理局', '命令执行漏洞', '高危')
('西西下载网站', 'SQL注入漏洞', '高危')
('混沌时代教育科技有限公司', '逻辑漏洞', '中危')
('湖南保监局', '文件上传漏洞', '中危')
('湖南保监局', '文件上传漏洞', '中危')
('上海昂立教育培训有限公司', '弱口令漏洞', '中危')
('期货日报网', 'SQL注入漏洞', '中危')
('昆明市防汛办', '命令执行漏洞', '高危')
('甘肃省平凉市静宁县人民政府', '弱口令漏洞', '中危')
('西藏自治区卫生和计划生育委员会', '命令执行漏洞', '高危')
('天津市水务局', '命令执行漏洞', '高危')
('黑龙江中小企业网肇州县分网', 'SQL注入漏洞', '中危')
('内蒙古广播电视大学', 'SQL注入漏洞', '中危')
('榆林市统计局', 'SQL注入漏洞', '中危')
('湖南省通信管理局', 'SQL注入漏洞', '中危')
('重庆市城口县人民政府', 'SQL注入漏洞', '高危')
('吉林省哲学社会科学规划基金办公室', '信息泄露漏洞', '低危')
('云南省公安厅', 'SQL注入漏洞', '中危')
('中共安阳市委组织部', '任意文件操作漏洞', '中危')
('新疆墨玉县人民政府', 'SQL注入漏洞', '高危')
('福建省国土资源厅', 'SQL注入漏洞', '中危')
('内江市东兴区人民政府政务服务中心', 'SQL注入漏洞', '高危')
('阜阳科技职业学院', '解析漏洞漏洞', '高危')
('广州百田信息科技有限公司', '命令执行漏洞', '中危')
('华中科技大学同济医学院附属协和医院', 'SQL注入漏洞', '高危')
('海淀区公安分局', '弱口令漏洞', '低危')
('曲靖市公安局麒麟分局', '弱口令漏洞', '低危')
('114手机乐园', '弱口令漏洞', '中危')
('佛山市国土资源和城乡规划局', '弱口令漏洞', '高危')
('渤商宝的保险会客厅网站', 'SQL注入漏洞', '中危')
('中信网各地鸽舍网站', 'SQL注入漏洞', '中危')
('全影微请柬网站', 'SQL注入漏洞', '中危')
('中移铁通株洲分公司', 'SQL注入漏洞', '中危')
('中移铁通株洲分公司', '任意文件操作漏洞', '中危')
('亭湖环保局', 'SQL注入漏洞', '中危')
('中国民航工程咨询公司', '信息泄露漏洞', '中危')
('上海杉达学院', 'SQL注入漏洞', '中危')
('黄山烟草局', '弱口令漏洞', '中危')
('阜阳科技职业学院', '信息泄露漏洞', '低危')
('昆明海关', '弱口令漏洞', '中危')
('阜阳科技职业学院', 'SQL注入漏洞', '中危')
('上海贝思特', 'SQL注入漏洞', '中危')
('百草堂国医馆连锁有限公司', 'SQL注入漏洞', '中危')
('铁通成都分公司', '文件上传漏洞', '高危')
('中电网网站', 'SQL注入漏洞', '中危')
('广州高捷模型设计制造公司', 'SQL注入漏洞', '中危')
('江苏《培训》杂志有限公司', 'SQL注入漏洞', '中危')
('铜陵市交通运输局', '命令执行漏洞', '高危')
('广东牧童实业有限公司', 'SQL注入漏洞', '中危')
('萬谷科技集团有限公司', 'SQL注入漏洞', '中危')
('深圳酷比通信股份有限公司', 'SQL注入漏洞', '中危')
('上海申客汽车销售服务有限公司', 'SQL注入漏洞', '高危')
("Burt's Bees", 'SQL注入漏洞', '中危')
('长沙大热网络科技有限公司', 'SQL注入漏洞', '中危')
('上海隆途网络科技有限公司', 'SQL注入漏洞', '中危')
('北京怡生乐居信息服务有限公司', 'SQL注入漏洞', '中危')
('赣州市中级人民法院', '弱口令漏洞', '高危')
('铜陵市交通运输局', '任意文件操作漏洞', '中危')
('天津职业技术师范大学', '命令执行漏洞', '高危')
('丰南市人民法院', '弱口令漏洞', '高危')
('铁通成都分公司', '任意文件操作漏洞', '低危')
('青岛理工大学琴岛学院', '逻辑漏洞', '高危')
('常州市建议提案', 'SQL注入漏洞', '中危')
('湛江市城市规划局', '弱口令漏洞', '高危')
('滨州市商务局', '弱口令漏洞', '中危')
('中国烟草常德芙蓉烟业', '命令执行漏洞', '高危')
('锦州医科大学', '弱口令漏洞', '高危')
('南京玄武民办教育局', '代码执行漏洞', '高危')
('海宁卫生学校', '代码执行漏洞', '高危')
('北京世纪良友科技有限公司', '权限绕过漏洞', '高危')
('中国铁通四川分公司', 'SQL注入漏洞', '中危')
('洛克化工网', '逻辑漏洞', '中危')
('河北经贸大学', 'SQL注入漏洞', '中危')
('北京协和医学院', 'SQL注入漏洞', '高危')
('中国人民共和国贵阳海关', '弱口令漏洞', '中危')
('萝北县人民政府', '弱口令漏洞', '低危')
('天津广播电视大学', 'SQL注入漏洞', '中危')
('黑龙江中小企业成长型平台', '弱口令漏洞', '低危')
('黑龙江雪山来客科技有限公司', 'SQL注入漏洞', '中危')
('湖南无线电管理网', '任意文件操作漏洞', '低危')
('新疆墨玉县人民政府', 'SQL注入漏洞', '低危')
('新浪地产', '信息泄露漏洞', '高危')
('晶科绿能（上海）管理有限公司', '命令执行漏洞', '高危')
('内蒙古自治区民政厅', '命令执行漏洞', '高危')
('长春市社会医疗保险管理局', '命令执行漏洞', '高危')
('鹏博士电信传媒集团', 'SQL注入漏洞', '中危')
('张家界市政府', '任意文件操作漏洞', '低危')
('沁水县政府网', '弱口令漏洞', '低危')
('中山市发展和改革局', '代码执行漏洞', '高危')
('锦宏高考', 'XSS漏洞', '中危')
('登封市公安局', '弱口令漏洞', '中危')
('皋兰公安便民服务平台', '弱口令漏洞', '低危')
('山东公安消防总队', '弱口令漏洞', '高危')
('太原市公安局', '弱口令漏洞', '低危')
('公安部第一研究所', '弱口令漏洞', '中危')
('西安市公安局', '弱口令漏洞', '低危')
('辽宁中医药大学', '任意文件操作漏洞', '中危')
('福建农林大学', 'SQL注入漏洞', '中危')
('黑龙江省孙吴县非国有经济管理局', 'SQL注入漏洞', '中危')
('浙江省平湖市政府', 'SQL注入漏洞', '中危')
('上海市住房和城乡建设管理委员会', '弱口令漏洞', '高危')
('上海市住房和城乡建设管理委员会', '代码执行漏洞', '高危')
('浙江树人大学', '文件上传漏洞', '高危')
('西安工程大学电子邮件系统', 'SQL注入漏洞', '中危')
('广州市人民政府参事室', 'SQL注入漏洞', '中危')
('九三学社四川省委员会', '弱口令漏洞', '低危')
('山西美特好连锁超市股份有限公司', '文件上传漏洞', '中危')
('联英人才网', '逻辑漏洞', '低危')
('上海市平和双语学校', '信息泄露漏洞', '低危')
('北京科技大学', 'SQL注入漏洞', '中危')
('将乐县卫生和计划生育局', 'SQL注入漏洞', '中危')
('广东省卫生和计划生育委员会', '命令执行漏洞', '高危')
('广东省卫生和计划生育委员会', '命令执行漏洞', '高危')
('鄂州市水务局', 'SQL注入漏洞', '低危')
('中国永达汽车服务控股有限公司', 'SQL注入漏洞', '中危')
('教育考试招生信息网', 'SQL注入漏洞', '高危')
('河南省人力资源和社会保障厅', '代码执行漏洞', '高危')
('徐州市丰县政府信息公开网', '弱口令漏洞', '高危')
('西安市工商行政管理局', '弱口令漏洞', '高危')
('西北民航机场建设集团', '命令执行漏洞', '高危')
('合肥人才网', '逻辑漏洞', '高危')
('举贤网科技（北京）股份有限公司', '逻辑漏洞', '中危')
('黑龙江省软件与信息服务业协会双软评估申报系统', '命令执行漏洞', '高危')
('上海市住房租赁公共服务平台', '命令执行漏洞', '高危')
('四川省泸州商标网', 'SQL注入漏洞', '中危')
('杭州市余杭区智慧人才服务平台', 'SQL注入漏洞', '中危')
('上海优鸿装饰设计工程有限公司', '文件上传漏洞', '高危')
('北京协和医学院', 'SQL注入漏洞', '高危')
('和家网(上海)信息技术有限公司', '逻辑漏洞', '中危')
('桂冠人才网', '逻辑漏洞', '中危')
('首都人才网', '逻辑漏洞', '中危')
('广州酷漫居动漫科技有限公司', '权限绕过漏洞', '中危')
('广州酷漫居动漫科技有限公司', '逻辑漏洞', '中危')
('成都艾逸信网络技术有限公司', '逻辑漏洞', '高危')
('深圳市好百年家居连锁股份有限公司', '权限绕过漏洞', '高危')
('北京千锋互联科技有限公司', 'SQL注入漏洞', '高危')
('上海地铁', '弱口令漏洞', '低危')
('中共吉林省委组织部', '信息泄露漏洞', '中危')
('广西北部湾港口管理局', '弱口令漏洞', '低危')
('浙江吉利汽车有限公司', '权限绕过漏洞', '高危')
('高晟财富', '弱口令漏洞', '低危')
('全国中小学实验在线平台', '弱口令漏洞', '中危')
('安徽水利水电职业技术学院', '弱口令漏洞', '中危')
('博客网', '命令执行漏洞', '中危')
('青芒果旅行网', '信息泄露漏洞', '中危')
('中共大竹县纪委廉洁大竹', 'SQL注入漏洞', '中危')
('黑龙江雪山来客科技有限公司', 'SQL注入漏洞', '中危')
('湖北省电子口岸', '命令执行漏洞', '中危')
('宁波石化经济技术开发区', '任意文件操作漏洞', '低危')
('EEWORLD论坛', 'SQL注入漏洞', '中危')
('深圳前海合作区人民法院', 'SQL注入漏洞', '低危')
('延边州政府部门权力清单和责任清单公开系统', 'SQL注入漏洞', '低危')
('盐城市人民代表大会常务委员会', 'SQL注入漏洞', '中危')
('湖北恩施土家族苗族自治州宣恩县', 'SQL注入漏洞', '中危')
('香港中文大学(深圳)', 'SQL注入漏洞', '中危')
('张家界市政府', '任意文件操作漏洞', '高危')
('达州市环境保护局', '信息泄露漏洞', '低危')
('揭阳市党务公开网', 'SQL注入漏洞', '低危')
('南京市玄武区教育局', '命令执行漏洞', '高危')
('铁通成都分公司', 'SQL注入漏洞', '高危')
('贵州省诚信示范企业评选管理系统', 'SQL注入漏洞', '中危')
('晋城市农业委员会', 'SQL注入漏洞', '低危')
('新疆生产建设兵团第七师', 'SQL注入漏洞', '中危')
('乐山市五通桥区人民政府', 'SQL注入漏洞', '中危')
('珠海市气象局', 'SQL注入漏洞', '中危')
('珠海市保障性住房管理平台', '任意文件操作漏洞', '低危')
('自贡市监察委员会', 'SQL注入漏洞', '高危')
('黑龙江中小企业网兰西分网', 'SQL注入漏洞', '高危')
('上海视觉艺术学院', 'SQL注入漏洞', '高危')
('帆软软件有限公司', '任意文件操作漏洞', '中危')
('武汉东湖学院', 'SQL注入漏洞', '高危')
('西安航空学院', 'SQL注入漏洞', '高危')
('北极星电力招聘网', '逻辑漏洞', '中危')
('徐州市政府', '弱口令漏洞', '中危')
('济源市人力资源和社会保障局', '弱口令漏洞', '高危')
('余杭党建', 'SQL注入漏洞', '中危')
('杭州顶尖宝贝教育科技', 'SQL注入漏洞', '中危')
('天山人才网', '逻辑漏洞', '低危')
('浙江省高等学校师资培训中心', '信息泄露漏洞', '低危')
('三亚日报', '命令执行漏洞', '高危')
('东营市水利局', 'SQL注入漏洞', '中危')
('清远市人民政府办公室', '命令执行漏洞', '高危')
('上海智臻智能网络科技股份有限公司', '命令执行漏洞', '高危')
('江苏金驹物流投资有限公司', '命令执行漏洞', '高危')
('中共青海省委政法委员会', '弱口令漏洞', '高危')
('贞丰县司法局', '弱口令漏洞', '高危')
('辰漫画网网站', 'SQL注入漏洞', '中危')
('中文百科在线网站', 'SQL注入漏洞', '中危')
('长沙民政职业技术学校', 'XSS漏洞', '中危')
('河北省地理信息局', '信息泄露漏洞', '低危')
('济南美鲜食品有限公司', 'SQL注入漏洞', '中危')
('厦门市国土资源与房产管理局', '文件包含漏洞', '低危')
('连城县人民政府', '文件包含漏洞', '中危')
('辽沈人才网', '逻辑漏洞', '中危')
('浙江浙大新宇物业集团有限公司', 'SQL注入漏洞', '高危')
('大上海人才网', '逻辑漏洞', '中危')
('滨州亚光家纺有限公司', 'SQL注入漏洞', '高危')
('齐鲁人才网', '逻辑漏洞', '中危')
('中国(福建)国际贸易单一窗口', '弱口令漏洞', '低危')
('河南郑州市政府', 'SQL注入漏洞', '中危')
('沈阳市房地产开发企业信用管理网', 'SQL注入漏洞', '中危')
('苏州在职党员进社区服务平台', 'SQL注入漏洞', '低危')
('广西梧州市人民政府门户网', '代码执行漏洞', '高危')
('新疆人事考试中心', 'SQL注入漏洞', '中危')
('江苏省宜兴市人民政府', 'SQL注入漏洞', '高危')
('中关村国家自主创新示范区', '任意文件操作漏洞', '低危')
('西安高新区企业公共服务平台', 'SQL注入漏洞', '低危')
('云南省文山州人力资源和社会保障局', 'SQL注入漏洞', '中危')
('黑龙江中小企业网集贤分网', 'SQL注入漏洞', '高危')
('兴仁党建网', 'SQL注入漏洞', '高危')
('邵阳市人民政府政务服务中心', 'SQL注入漏洞', '中危')
('山东省滕州市教育局', 'SQL注入漏洞', '中危')
('中国民生投资集团', '任意文件操作漏洞', '中危')
('新疆维吾尔自治区工商行政管理局', '任意文件操作漏洞', '中危')
('西安市工商行政管理局', '弱口令漏洞', '高危')
('其他厂商', '命令执行漏洞', '高危')
('上海市平和双语学校', 'SQL注入漏洞', '中危')
('天津市和平区教育局', 'SQL注入漏洞', '中危')
('四川省监狱管理局', '弱口令漏洞', '高危')
('牡丹江市农业信息中心', 'SQL注入漏洞', '中危')
('宁波市水利局', 'SQL注入漏洞', '中危')
('江门市人力资源和社会保障网上服务平台', 'SQL注入漏洞', '中危')
('浙江长征职业技术学院', 'XSS漏洞', '中危')
('津门人才网', '逻辑漏洞', '中危')
('阳泉市政务服务网', '任意文件操作漏洞', '低危')
('黑龙江中小企业网北安分网', 'SQL注入漏洞', '中危')
('山东省中小企业云教育平台', 'SQL注入漏洞', '低危')
('伊春市雪中王山特产品有限公司', 'SQL注入漏洞', '中危')
('河南省信阳市新县综合治税平台', 'SQL注入漏洞', '低危')
('浙江工商大学', '任意文件操作漏洞', '低危')
('中国（四川）自由贸易试验区', '代码执行漏洞', '高危')
('教育联展网', 'XSS漏洞', '中危')
('安联保险集团', '逻辑漏洞', '中危')
('高校教学研究中心', '文件上传漏洞', '高危')
('新疆维吾尔自治区气象局', '信息泄露漏洞', '低危')
('绿卡图书', '文件上传漏洞', '高危')
('深圳市出入境检验局', '弱口令漏洞', '中危')
('合肥市青年路小学', 'SQL注入漏洞', '中危')
('蚌埠街', 'SQL注入漏洞', '中危')
('绿卡图书', 'SQL注入漏洞', '中危')
('美女时钟网站', 'SQL注入漏洞', '中危')
('广东省社会保险基金管理局', '代码执行漏洞', '高危')
('浙江浙大新宇物业集团有限公司', '权限绕过漏洞', '高危')
('香河产业新城', 'SQL注入漏洞', '低危')
('新疆维吾尔自治区质量技术监督局', 'SQL注入漏洞', '中危')
('易企秀', '权限绕过漏洞', '中危')
('港中旅（青岛）海泉湾有限公司', '命令执行漏洞', '中危')
('echo', '权限绕过漏洞', '中危')
('戴尔', 'SQL注入漏洞', '中危')
('天津市教育委员会', '命令执行漏洞', '高危')
('西安市工商行政管理局', '命令执行漏洞', '高危')
('中国（四川）自由贸易试验区川南临港片区管理委员会', '命令执行漏洞', '高危')
('东营市人民检察院', '命令执行漏洞', '高危')
('延安市财政局', '命令执行漏洞', '高危')
('西安市工商行政管理局', '命令执行漏洞', '高危')
('铜陵市交通运输局', '文件上传漏洞', '高危')
('广电广电网络', '弱口令漏洞', '中危')
('江苏省徐州市委机关工委', 'SQL注入漏洞', '中危')
('无锡市人民政府', 'SQL注入漏洞', '高危')
('贵州省黔东南苗族侗族自治州水利局', 'SQL注入漏洞', '高危')
('陕西省科技一体化云平台', 'SQL注入漏洞', '中危')
('芜湖人才网', 'SQL注入漏洞', '中危')
('安徽新东方烹饪专修学院', 'SQL注入漏洞', '中危')
('宁波纺织仪器', 'SQL注入漏洞', '中危')
('全纳车网', 'SQL注入漏洞', '中危')
('北京协和医学院', '弱口令漏洞', '中危')
('爱启航教育网校', '权限绕过漏洞', '中危')
('紫光数字影像', 'SQL注入漏洞', '中危')
('北京语言大学出版社有限公司', '命令执行漏洞', '高危')
('维达国际控股有限公司', '代码执行漏洞', '高危')
('爱客商务网', 'SQL注入漏洞', '中危')
('青岛西海岸新区科技创新服务平台', '命令执行漏洞', '高危')
('农夫山泉股份有限公司', 'SQL注入漏洞', '高危')
('扬州市政务服务管理办公室', 'SQL注入漏洞', '中危')
('中国企业社会责任监测和评价系统', 'SQL注入漏洞', '中危')
('长沙市天心区人民政府', 'SQL注入漏洞', '中危')
('云南省工业和信息化委员会', 'SQL注入漏洞', '中危')
('天津滨海高新技术产业开发区', '任意文件操作漏洞', '高危')
('浙江舟山市政府', 'SQL注入漏洞', '中危')
('陕西省延安市住房和城乡建设局', 'SQL注入漏洞', '中危')
('成都市郫都区委宣传部', 'SQL注入漏洞', '中危')
('烟台市住房和城乡建设局', 'SQL注入漏洞', '中危')
('西藏自治区住房和城乡建设厅', 'SQL注入漏洞', '中危')
('德阳国家经济技术开发区', 'SQL注入漏洞', '高危')
('乌鲁木齐市人力资源和社会保障局', '命令执行漏洞', '高危')
('陕西省人力资源和社会保障厅', '命令执行漏洞', '高危')
('wifi共享精灵(南京同享网络科技有限公司)', '弱口令漏洞', '高危')
('黄冈市商品房预售资金监管系统', '命令执行漏洞', '高危')
('黄冈市棚户区改造居民自主购房服务平台', 'SQL注入漏洞', '高危')
('中国电信股份有限公司重庆分公司', 'SQL注入漏洞', '中危')
('中国电信股份有限公司重庆分公司', '逻辑漏洞', '中危')
('江西联通', '弱口令漏洞', '低危')
('天津医科大学眼科医院', 'SQL注入漏洞', '中危')
('济南市卫生人才网', '弱口令漏洞', '高危')
('武汉市公安局出入境管理局', '代码执行漏洞', '高危')
('易家科技（大连）有限公司', 'SQL注入漏洞', '高危')
('沈阳市行政审批网上办事大厅', 'SQL注入漏洞', '高危')
('安徽省专家库地市标准版', 'SQL注入漏洞', '高危')
('四川自贡市监察委员会', 'SQL注入漏洞', '高危')
('广东省阳江市政法委员会', 'SQL注入漏洞', '中危')
('湖南省郴州市宜章县政府', '任意文件操作漏洞', '中危')
('无锡市质量技术监督局', 'SQL注入漏洞', '中危')
('浙江省绍兴市越城区党群互助平台', 'SQL注入漏洞', '高危')
('上海统计局在线调查网', 'SQL注入漏洞', '高危')
('贵州省遵义市正安县教育和科学技术局', 'SQL注入漏洞', '高危')
('沈阳市行政审批网上办事大厅', 'SQL注入漏洞', '中危')
('中国致公党苏州委员会', 'SQL注入漏洞', '中危')
('徐州市云龙区政府', 'SQL注入漏洞', '中危')
('浙江省诸暨市政府', 'SQL注入漏洞', '中危')
('威海市文登区网上党校', 'SQL注入漏洞', '低危')
('甘肃中医药大学', '文件包含漏洞', '中危')
('南京市聋人学校', 'SQL注入漏洞', '高危')
('上海洋码头网络技术有限公司', '信息泄露漏洞', '低危')
('国家电力投资集团', '命令执行漏洞', '高危')
('北京中软资源信息科技服务有限公司', '命令执行漏洞', '高危')
('国家食品药品监督管理总局', '命令执行漏洞', '高危')
('四川省交通运输厅道路运输管理局', '弱口令漏洞', '高危')
('浙江省交通投资集团有限公司杭金衢分公司', '代码执行漏洞', '高危')
('河北医科大学', '弱口令漏洞', '低危')
('衡水人才网', '权限绕过漏洞', '中危')
('河北广播电视大学', '任意文件操作漏洞', '中危')
('湖南省张家界市经济和信息化委员会', '任意文件操作漏洞', '中危')
('石家庄铁路职业技术学院', 'SQL注入漏洞', '中危')
('山东省日照市教育局', 'SQL注入漏洞', '中危')
('河南平顶山学院', 'SQL注入漏洞', '高危')
('丹东市宽甸满族自治县经济和信息化局', 'SQL注入漏洞', '中危')
('广东省湛江市人民政府', 'SQL注入漏洞', '中危')
('宿迁人社局,宿迁人才中心', 'SQL注入漏洞', '高危')
('浙江省台州市卫生和计划生育委员会', 'SQL注入漏洞', '中危')
('农夫山泉股份有限公司', '命令执行漏洞', '高危')
('农垦牡丹江管理局信息港', 'SQL注入漏洞', '中危')
('淮安市人力资源和社会保障局', 'SQL注入漏洞', '中危')
('开封市人民检察院', '命令执行漏洞', '中危')
('四川妇联网', '命令执行漏洞', '中危')
('禹会区人大网', '命令执行漏洞', '中危')
('拉萨干部教育分中心', '命令执行漏洞', '中危')
('陕西咸阳中学', 'SQL注入漏洞', '中危')
('遂宁市公共资源交易服务中心', 'SQL注入漏洞', '高危')
('云浮在线人力资源市场', '命令执行漏洞', '中危')
('河北省唐山市司法局', 'SQL注入漏洞', '中危')
('西藏自治区住房和城乡建设厅', 'SQL注入漏洞', '中危')
('黑龙江省中小企业技术创新服务中心', '弱口令漏洞', '低危')
('江苏省镇江市丹徒区人民法院', 'SQL注入漏洞', '中危')
('黑龙江伊春市农业委员会', 'SQL注入漏洞', '中危')
('广东省社会保险基金管理局', '代码执行漏洞', '高危')
('山东省中小企业局', '逻辑漏洞', '低危')
('烟台市机构编制委员会办公室', 'SQL注入漏洞', '中危')
('黑龙江省工业和信息化委员会中小企业局', '弱口令漏洞', '低危')
('潍柴动力', '命令执行漏洞', '中危')
('厦门科学技术局', 'SQL注入漏洞', '中危')
('北京市海淀区人民政府办公室', '命令执行漏洞', '高危')
('黑龙江伊春市农业委员会', 'SQL注入漏洞', '中危')
('本溪市委政法委', 'SQL注入漏洞', '中危')
('杭州精英在线教育科技有限公司', '弱口令漏洞', '低危')
('中华食物网', 'SQL注入漏洞', '中危')
('中共四川省委农村工作委员会', '命令执行漏洞', '中危')
('美丽延边网', 'SQL注入漏洞', '中危')
('甘肃省审计厅', 'SQL注入漏洞', '低危')
('百通物流网', 'SQL注入漏洞', '中危')
('青海省水利信息网后台管理系统', '弱口令漏洞', '低危')
('超级简历', '权限绕过漏洞', '中危')
('安吉县综合行政执法局(城市管理局)智慧党建平台', '弱口令漏洞', '低危')
('四川省工商行政管理局', '命令执行漏洞', '高危')
('青海省水利信息网', 'SQL注入漏洞', '高危')
('河南省知识产权局', '弱口令漏洞', '低危')
('河南法院诉讼服务网', '弱口令漏洞', '低危')
('江苏省镇江市经济和信息化委员会', 'SQL注入漏洞', '中危')
('江苏省镇江市丹徒区人民法院', 'SQL注入漏洞', '中危')
('广州市罗才教育信息咨询有限公司', 'SQL注入漏洞', '中危')
('河南省文化厅', '弱口令漏洞', '低危')
('伊春市丰林山特产品有限责任公司', 'SQL注入漏洞', '中危')
('陕西省延安市富县人大网', 'SQL注入漏洞', '中危')
('广州市城乡建设信息中心', '命令执行漏洞', '高危')
